name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model,is_luxury,car_age,is_old,km_per_year,is_high_km,price_per_km,price_per_year
Hyundai Getz 1.5 CRDi GVS,2008.0,235000.0,60208.0,Diesel,Dealer,Manual,First Owner,Hyundai,Getz 1.5 CRDi GVS,0,17.0,1,3541.6470588235293,1,3.9031357959075206,13823.529411764706
Volkswagen Vento 1.5 TDI Highline,2013.0,475000.0,80000.0,Diesel,Dealer,Manual,First Owner,Volkswagen,Vento 1.5 TDI Highline,0,12.0,1,6666.666666666667,1,5.9375,39583.333333333336
Mercedes-Benz E-Class 280 CDI Elegance,2008.0,795000.0,98600.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,E-Class 280 CDI Elegance,0,17.0,1,5800.0,1,8.062880324543611,46764.705882352944
Audi Q5 3.0 TDI Quattro Technology,2015.0,3200000.0,30000.0,Diesel,Dealer,Automatic,First Owner,Audi,Q5 3.0 TDI Quattro Technology,1,10.0,0,3000.0,0,106.66666666666667,320000.0
Maruti Swift Dzire VDI,2019.0,1860000.0,18000.0,Petrol,Individual,Automatic,First Owner,Maruti,Swift Dzire VDI,0,6.0,0,3000.0,0,103.33333333333333,310000.0
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,2010.0,4200000.0,100000.0,Diesel,Dealer,Automatic,First Owner,Land,Rover Range Rover 4.4 Diesel LWB Vogue SE,1,15.0,1,6666.666666666667,1,42.0,280000.0
Honda City VX CVT,2015.0,850000.0,60000.0,Petrol,Dealer,Automatic,First Owner,Honda,City VX CVT,0,10.0,0,6000.0,0,14.166666666666666,85000.0
Mahindra Xylo D4,2017.0,585000.0,85441.0,Diesel,Individual,Manual,First Owner,Mahindra,Xylo D4,0,8.0,0,10680.125,1,6.846829976240914,73125.0
Mahindra Verito 1.5 D4 BSIV,2015.0,380000.0,64541.0,Diesel,Dealer,Manual,First Owner,Mahindra,Verito 1.5 D4 BSIV,0,10.0,0,6454.1,1,5.8877302799770685,38000.0
Maruti Swift Dzire VDI,2019.0,650000.0,35000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,6.0,0,5833.333333333333,0,18.571428571428573,108333.33333333333
Nissan Micra Active XV,2017.0,434999.0,16267.0,Petrol,Dealer,Manual,First Owner,Nissan,Micra Active XV,0,8.0,0,2033.375,0,26.74119382799533,54374.875
Volkswagen Vento 1.5 TDI Highline,2013.0,525000.0,71500.0,Diesel,Dealer,Manual,First Owner,Volkswagen,Vento 1.5 TDI Highline,0,12.0,1,5958.333333333333,1,7.3426573426573425,43750.0
BMW 5 Series 520d Luxury Line,2019.0,4800000.0,12999.0,Diesel,Dealer,Automatic,First Owner,BMW,5 Series 520d Luxury Line,1,6.0,0,2166.5,0,369.2591737825987,800000.0
Chevrolet Aveo U-VA 1.2 LS,2008.0,160000.0,80000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Aveo U-VA 1.2 LS,0,17.0,1,4705.882352941177,1,2.0,9411.764705882353
Maruti Zen Estilo 1.1 LXI BSIII,2007.0,160000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,Zen Estilo 1.1 LXI BSIII,0,18.0,1,5000.0,1,1.7777777777777777,8888.888888888889
Hyundai Creta 1.6 VTVT S,2017.0,900000.0,14700.0,Petrol,Individual,Manual,First Owner,Hyundai,Creta 1.6 VTVT S,0,8.0,0,1837.5,0,61.224489795918366,112500.0
Maruti Alto LX,2000.0,61000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX,0,25.0,1,2400.0,0,1.0166666666666666,2440.0
Maruti Wagon R LXI BS IV,2017.0,400000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI BS IV,0,8.0,0,6250.0,0,8.0,50000.0
Hyundai Santro Xing XS,2009.0,150000.0,100000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Santro Xing XS,0,16.0,1,6250.0,1,1.5,9375.0
Volkswagen Polo GT 1.0 TSI,2019.0,950000.0,24000.0,Petrol,Individual,Automatic,First Owner,Volkswagen,Polo GT 1.0 TSI,0,6.0,0,4000.0,0,39.583333333333336,158333.33333333334
Hyundai Getz GLX,2007.0,110000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai,Getz GLX,0,18.0,1,3333.3333333333335,0,1.8333333333333333,6111.111111111111
Tata Bolt Revotron XM,2015.0,375000.0,30000.0,Petrol,Individual,Manual,First Owner,Tata,Bolt Revotron XM,0,10.0,0,3000.0,0,12.5,37500.0
Hyundai i20 Magna 1.4 CRDi (Diesel),2012.0,310000.0,92686.0,Diesel,Dealer,Manual,Second Owner,Hyundai,i20 Magna 1.4 CRDi (Diesel),0,13.0,1,7129.692307692308,1,3.344625941350366,23846.153846153848
Tata Indica GLS BS IV,2010.0,90000.0,300000.0,Petrol,Individual,Manual,Third Owner,Tata,Indica GLS BS IV,0,15.0,1,20000.0,1,0.3,6000.0
Volkswagen Vento Petrol Highline,2011.0,350000.0,90000.0,Petrol,Individual,Manual,Second Owner,Volkswagen,Vento Petrol Highline,0,14.0,1,6428.571428571428,1,3.888888888888889,25000.0
Hyundai Santro LS zipPlus,2003.0,100000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai,Santro LS zipPlus,0,22.0,1,2727.2727272727275,0,1.6666666666666667,4545.454545454545
Mahindra XUV500 AT W6 2WD,2017.0,1300000.0,40000.0,Diesel,Individual,Automatic,First Owner,Mahindra,XUV500 AT W6 2WD,0,8.0,0,5000.0,0,32.5,162500.0
Maruti Swift VXI,2019.0,550000.0,51000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI,0,6.0,0,8500.0,0,10.784313725490197,91666.66666666667
Hyundai EON Era Plus Sports Edition,2014.0,280000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus Sports Edition,0,11.0,1,5454.545454545455,0,4.666666666666667,25454.545454545456
Hyundai EON Magna Plus,2018.0,360000.0,6000.0,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus,0,7.0,0,857.1428571428571,0,60.0,51428.57142857143
Maruti Swift Dzire VDI,2011.0,150000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI,0,14.0,1,2857.1428571428573,0,3.75,10714.285714285714
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017.0,900000.0,15000.0,Petrol,Individual,Automatic,First Owner,Skoda,Rapid 1.6 MPI AT Ambition BSIV,0,8.0,0,1875.0,0,60.0,112500.0
Fiat Linea T Jet Emotion,2010.0,215000.0,60000.0,Petrol,Individual,Manual,Second Owner,Fiat,Linea T Jet Emotion,0,15.0,1,4000.0,0,3.5833333333333335,14333.333333333334
Renault Scala Diesel RxL,2013.0,550000.0,38500.0,Diesel,Individual,Manual,First Owner,Renault,Scala Diesel RxL,0,12.0,1,3208.3333333333335,0,14.285714285714286,45833.333333333336
Maruti Gypsy King HT BSIV,2001.0,409999.0,49359.0,Petrol,Individual,Manual,Third Owner,Maruti,Gypsy King HT BSIV,0,24.0,1,2056.625,0,8.306468931704451,17083.291666666668
Maruti 800 AC Uniq,2005.0,65000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,800 AC Uniq,0,20.0,1,3500.0,1,0.9285714285714286,3250.0
Maruti Wagon R LXI Minor,2008.0,200000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI Minor,0,17.0,1,3529.4117647058824,0,3.3333333333333335,11764.70588235294
Maruti Wagon R VXI BS IV,2010.0,240000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BS IV,0,15.0,1,3333.3333333333335,0,4.8,16000.0
Toyota Innova 2.5 VX 8 STR,2012.0,800000.0,108731.0,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX 8 STR,0,13.0,1,8363.923076923076,1,7.357607306104055,61538.46153846154
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010.0,400000.0,60000.0,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 EV Diesel MS 7 Str BSIII,0,15.0,1,4000.0,0,6.666666666666667,26666.666666666668
Tata Sumo Gold EX BSIII,2016.0,500000.0,60000.0,Diesel,Individual,Manual,First Owner,Tata,Sumo Gold EX BSIII,0,9.0,0,6666.666666666667,0,8.333333333333334,55555.555555555555
Toyota Etios GD,2014.0,500000.0,140000.0,Diesel,Individual,Manual,Second Owner,Toyota,Etios GD,0,11.0,1,12727.272727272728,1,3.5714285714285716,45454.545454545456
Nissan Micra Diesel XV,2013.0,300000.0,90000.0,Diesel,Individual,Manual,First Owner,Nissan,Micra Diesel XV,0,12.0,1,7500.0,1,3.3333333333333335,25000.0
Renault Lodgy Stepway 85PS RXZ 8S,2017.0,650000.0,40000.0,Diesel,Individual,Manual,First Owner,Renault,Lodgy Stepway 85PS RXZ 8S,0,8.0,0,5000.0,0,16.25,81250.0
Maruti Alto 800 LXI,2018.0,285000.0,14000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI,0,7.0,0,2000.0,0,20.357142857142858,40714.28571428572
Tata Aria Pleasure 4x2,2012.0,360000.0,70000.0,Diesel,Individual,Manual,Second Owner,Tata,Aria Pleasure 4x2,0,13.0,1,5384.615384615385,1,5.142857142857143,27692.30769230769
Honda Accord 2.4 MT,2009.0,450000.0,55000.0,Petrol,Individual,Manual,Second Owner,Honda,Accord 2.4 MT,0,16.0,1,3437.5,0,8.181818181818182,28125.0
Ford Figo Aspire 1.5 TDCi Titanium,2020.0,530000.0,45000.0,Diesel,Dealer,Manual,First Owner,Ford,Figo Aspire 1.5 TDCi Titanium,0,5.0,0,9000.0,0,11.777777777777779,106000.0
Honda City i-DTEC ZX,2017.0,1025000.0,38000.0,Diesel,Dealer,Manual,First Owner,Honda,City i-DTEC ZX,0,8.0,0,4750.0,0,26.973684210526315,128125.0
Honda BR-V i-DTEC VX MT,2017.0,950000.0,24000.0,Diesel,Dealer,Manual,First Owner,Honda,BR-V i-DTEC VX MT,0,8.0,0,3000.0,0,39.583333333333336,118750.0
Honda WR-V i-VTEC VX,2017.0,725000.0,29976.0,Petrol,Dealer,Manual,First Owner,Honda,WR-V i-VTEC VX,0,8.0,0,3747.0,0,24.186015479049907,90625.0
Honda City i VTEC VX,2017.0,919999.0,41000.0,Petrol,Dealer,Manual,First Owner,Honda,City i VTEC VX,0,8.0,0,5125.0,0,22.439,114999.875
Honda Jazz 1.5 V i DTEC,2018.0,700000.0,15000.0,Diesel,Individual,Manual,First Owner,Honda,Jazz 1.5 V i DTEC,0,7.0,0,2142.8571428571427,0,46.666666666666664,100000.0
Honda BR-V i-VTEC VX MT,2017.0,840000.0,30646.0,Petrol,Dealer,Manual,First Owner,Honda,BR-V i-VTEC VX MT,0,8.0,0,3830.75,0,27.409776153494747,105000.0
Maruti Wagon R VXI BS IV,2015.0,365000.0,23600.0,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R VXI BS IV,0,10.0,0,2360.0,0,15.466101694915254,36500.0
Honda City i DTEC SV,2014.0,665000.0,71318.0,Diesel,Dealer,Manual,First Owner,Honda,City i DTEC SV,0,11.0,1,6483.454545454545,1,9.32443422417903,60454.545454545456
Maruti 800 Std,2003.0,50000.0,78098.0,Petrol,Individual,Manual,First Owner,Maruti,800 Std,0,22.0,1,3549.909090909091,1,0.6402212604676176,2272.7272727272725
Hyundai EON Era Plus,2014.0,225000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus,0,11.0,1,2727.2727272727275,0,7.5,20454.545454545456
Maruti Swift Dzire VDI,2012.0,229999.0,45000.0,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI,0,13.0,1,3461.5384615384614,0,5.111088888888889,17692.23076923077
Hyundai Santro Xing GL,2008.0,145000.0,67000.0,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GL,0,17.0,1,3941.176470588235,1,2.1641791044776117,8529.411764705883
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017.0,750000.0,18054.0,Petrol,Dealer,Manual,First Owner,Ford,EcoSport 1.5 Ti VCT MT Titanium BSIV,0,8.0,0,2256.75,0,41.54204054503157,93750.0
Maruti Swift Dzire VDI,2015.0,785000.0,40000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,10.0,0,4000.0,0,19.625,78500.0
Hyundai i20 Asta 1.4 CRDi,2016.0,680000.0,20000.0,Diesel,Individual,Manual,First Owner,Hyundai,i20 Asta 1.4 CRDi,0,9.0,0,2222.222222222222,0,34.0,75555.55555555556
Mahindra TUV 300 T8,2016.0,700000.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T8,0,9.0,0,4444.444444444444,0,17.5,77777.77777777778
Tata Indigo CS eLS BS IV,2011.0,180000.0,120000.0,Diesel,Individual,Manual,First Owner,Tata,Indigo CS eLS BS IV,0,14.0,1,8571.42857142857,1,1.5,12857.142857142857
Ford Fiesta 1.4 SXi TDCi ABS,2008.0,270000.0,120000.0,Diesel,Individual,Manual,Second Owner,Ford,Fiesta 1.4 SXi TDCi ABS,0,17.0,1,7058.823529411765,1,2.25,15882.35294117647
Maruti Swift Dzire VXi,2010.0,370000.0,97000.0,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire VXi,0,15.0,1,6466.666666666667,1,3.814432989690722,24666.666666666668
Maruti Swift Dzire VDI,2004.0,120000.0,120000.0,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI,0,21.0,1,5714.285714285715,1,1.0,5714.285714285715
Skoda Rapid 1.6 TDI PRESTIGE,2013.0,430000.0,88000.0,Diesel,Individual,Manual,First Owner,Skoda,Rapid 1.6 TDI PRESTIGE,0,12.0,1,7333.333333333333,1,4.886363636363637,35833.333333333336
Maruti Swift ZDi,2014.0,550000.0,38406.0,Diesel,Dealer,Manual,First Owner,Maruti,Swift ZDi,0,11.0,1,3491.4545454545455,0,14.320679060563453,50000.0
Maruti Swift Dzire VDI,2014.0,320000.0,54350.0,Petrol,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI,0,11.0,1,4940.909090909091,0,5.887764489420423,29090.909090909092
Maruti Wagon R VXI BS IV,2015.0,390000.0,32260.0,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R VXI BS IV,0,10.0,0,3226.0,0,12.089274643521389,39000.0
Maruti Swift VXI,2012.0,370000.0,60000.0,Petrol,Dealer,Manual,First Owner,Maruti,Swift VXI,0,13.0,1,4615.384615384615,0,6.166666666666667,28461.53846153846
Maruti Alto LXi BSIII,2010.0,190000.0,73350.0,Petrol,Dealer,Manual,First Owner,Maruti,Alto LXi BSIII,0,15.0,1,4890.0,1,2.590320381731425,12666.666666666666
Maruti Swift Dzire VDI,2013.0,509999.0,88473.0,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI,0,12.0,1,7372.75,1,5.764459213545376,42499.916666666664
Honda City S,2013.0,450000.0,96987.0,Petrol,Dealer,Manual,First Owner,Honda,City S,0,12.0,1,8082.25,1,4.63979708620743,37500.0
Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016.0,5500000.0,77350.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,GLS 2016-2020 350d 4MATIC,0,9.0,0,8594.444444444445,1,71.10536522301229,611111.1111111111
Maruti Swift Dzire VDI,2015.0,550000.0,61187.0,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI,0,10.0,0,6118.7,1,8.988837498161374,55000.0
Mahindra Xylo E6,2009.0,400000.0,68350.0,Diesel,Individual,Manual,First Owner,Mahindra,Xylo E6,0,16.0,1,4271.875,1,5.852231163130944,25000.0
Hyundai Grand i10 1.2 Kappa Asta,2019.0,500000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Asta,0,6.0,0,5000.0,0,16.666666666666668,83333.33333333333
Maruti Ciaz ZXi,2015.0,800000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Ciaz ZXi,0,10.0,0,3000.0,0,26.666666666666668,80000.0
Maruti Swift Vdi BSIII,2009.0,265000.0,120000.0,Diesel,Individual,Manual,Second Owner,Maruti,Swift Vdi BSIII,0,16.0,1,7500.0,1,2.2083333333333335,16562.5
Ford Figo Diesel Titanium,2012.0,175000.0,180000.0,Diesel,Individual,Manual,First Owner,Ford,Figo Diesel Titanium,0,13.0,1,13846.153846153846,1,0.9722222222222222,13461.538461538461
Maruti Swift Dzire VDI,2010.0,165000.0,80000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,15.0,1,5333.333333333333,1,2.0625,11000.0
Mahindra Verito 1.5 D2 BSIII,2011.0,150000.0,280000.0,Diesel,Individual,Manual,First Owner,Mahindra,Verito 1.5 D2 BSIII,0,14.0,1,20000.0,1,0.5357142857142857,10714.285714285714
Hyundai Creta 1.6 CRDi SX Option,2015.0,1025000.0,90000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Creta 1.6 CRDi SX Option,0,10.0,0,9000.0,1,11.38888888888889,102500.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014.0,1030000.0,250000.0,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 VX (Diesel) 8 Seater,0,11.0,1,22727.272727272728,1,4.12,93636.36363636363
Chevrolet Cruze LT,2012.0,380000.0,90000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Cruze LT,0,13.0,1,6923.076923076923,1,4.222222222222222,29230.76923076923
Maruti Swift Dzire LDi,2010.0,250000.0,110000.0,Diesel,Individual,Manual,Third Owner,Maruti,Swift Dzire LDi,0,15.0,1,7333.333333333333,1,2.272727272727273,16666.666666666668
Fiat Punto EVO 1.3 Dynamic,2016.0,500000.0,35000.0,Diesel,Individual,Manual,First Owner,Fiat,Punto EVO 1.3 Dynamic,0,9.0,0,3888.8888888888887,0,14.285714285714286,55555.555555555555
Hyundai EON Era Plus,2018.0,350000.0,15000.0,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus,0,7.0,0,2142.8571428571427,0,23.333333333333332,50000.0
Maruti Alto LXi BSIII,2010.0,190000.0,52000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi BSIII,0,15.0,1,3466.6666666666665,0,3.6538461538461537,12666.666666666666
Volkswagen Jetta 1.9 TDI Trendline,2009.0,940000.0,140000.0,Diesel,Individual,Manual,First Owner,Volkswagen,Jetta 1.9 TDI Trendline,0,16.0,1,8750.0,1,6.714285714285714,58750.0
Maruti Swift VXI,2013.0,475000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Swift VXI,0,12.0,1,5000.0,0,7.916666666666667,39583.333333333336
Maruti Alto 800 LXI,2018.0,300000.0,17000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI,0,7.0,0,2428.5714285714284,0,17.647058823529413,42857.142857142855
Chevrolet Beat LS,2016.0,250000.0,70000.0,Petrol,Individual,Manual,Third Owner,Chevrolet,Beat LS,0,9.0,0,7777.777777777777,1,3.5714285714285716,27777.777777777777
Maruti Zen LX,2001.0,93000.0,97000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Zen LX,0,24.0,1,4041.6666666666665,1,0.9587628865979382,3875.0
Tata Indica GLS BS IV,2010.0,75000.0,300000.0,Petrol,Individual,Manual,First Owner,Tata,Indica GLS BS IV,0,15.0,1,20000.0,1,0.25,5000.0
Mahindra XUV500 W8 2WD,2015.0,1000000.0,120000.0,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 2WD,0,10.0,0,12000.0,1,8.333333333333334,100000.0
Hyundai i20 Asta 1.4 CRDi,2015.0,550000.0,87000.0,Diesel,Individual,Manual,First Owner,Hyundai,i20 Asta 1.4 CRDi,0,10.0,0,8700.0,1,6.32183908045977,55000.0
Fiat Punto 1.3 Emotion,2010.0,285000.0,75000.0,Diesel,Individual,Manual,First Owner,Fiat,Punto 1.3 Emotion,0,15.0,1,5000.0,1,3.8,19000.0
Tata Indigo Grand Petrol,2014.0,240000.0,60000.0,Diesel,Individual,Manual,Second Owner,Tata,Indigo Grand Petrol,0,11.0,1,5454.545454545455,0,4.0,21818.18181818182
Chevrolet Sail 1.2 Base,2015.0,260000.0,60000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Sail 1.2 Base,0,10.0,0,6000.0,0,4.333333333333333,26000.0
Tata New Safari 4X2,2007.0,550000.0,80000.0,Petrol,Individual,Manual,Second Owner,Tata,New Safari 4X2,0,18.0,1,4444.444444444444,1,6.875,30555.555555555555
Maruti Swift Dzire VDI,2018.0,930000.0,20000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,7.0,0,2857.1428571428573,0,46.5,132857.14285714287
Maruti Swift Dzire VDI,2019.0,550000.0,51000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,6.0,0,8500.0,0,10.784313725490197,91666.66666666667
Hyundai EON Era Plus Sports Edition,2014.0,280000.0,55000.0,Diesel,Individual,Manual,First Owner,Hyundai,EON Era Plus Sports Edition,0,11.0,1,5000.0,0,5.090909090909091,25454.545454545456
Maruti Alto LXi,2011.0,150000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi,0,14.0,1,2857.1428571428573,0,3.75,10714.285714285714
Ambassador CLASSIC 1500 DSL AC,2005.0,120000.0,50000.0,Diesel,Individual,Manual,Second Owner,Ambassador,CLASSIC 1500 DSL AC,0,20.0,1,2500.0,0,2.4,6000.0
Fiat Linea T Jet Emotion,2010.0,215000.0,90000.0,Petrol,Individual,Manual,Second Owner,Fiat,Linea T Jet Emotion,0,15.0,1,6000.0,1,2.388888888888889,14333.333333333334
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018.0,775000.0,35000.0,Petrol,Individual,Manual,First Owner,Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,0,7.0,0,5000.0,0,22.142857142857142,110714.28571428571
Maruti Gypsy King HT BSIV,2001.0,409999.0,49359.0,Petrol,Individual,Manual,First Owner,Maruti,Gypsy King HT BSIV,0,24.0,1,2056.625,0,8.306468931704451,17083.291666666668
Maruti 800 AC Uniq,2005.0,65000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,800 AC Uniq,0,20.0,1,3500.0,1,0.9285714285714286,3250.0
Maruti Wagon R LXI Minor,2008.0,200000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI Minor,0,17.0,1,5294.117647058823,1,2.2222222222222223,11764.70588235294
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010.0,400000.0,120000.0,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 EV Diesel MS 7 Str BSIII,0,15.0,1,8000.0,1,3.3333333333333335,26666.666666666668
Maruti Wagon R VXI BSIII,2012.0,229999.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BSIII,0,13.0,1,3076.923076923077,0,5.749975,17692.23076923077
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,580000.0,120000.0,Diesel,Individual,Manual,First Owner,Ford,Ecosport 1.5 DV5 MT Titanium,0,11.0,1,10909.09090909091,1,4.833333333333333,52727.27272727273
Toyota Corolla H2,2005.0,175000.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,Toyota,Corolla H2,0,20.0,1,5000.0,1,1.75,8750.0
Maruti Ritz VDi,2012.0,250000.0,110000.0,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,Ritz VDi,0,13.0,1,8461.538461538461,1,2.272727272727273,19230.76923076923
Hyundai EON Magna Plus,2014.0,320000.0,80000.0,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus,0,11.0,1,7272.727272727273,1,4.0,29090.909090909092
Hyundai Verna SX AT Diesel,2009.0,245000.0,60000.0,Diesel,Dealer,Automatic,First Owner,Hyundai,Verna SX AT Diesel,0,16.0,1,3750.0,0,4.083333333333333,15312.5
Maruti Zen LX - BS III,2006.0,70000.0,105700.0,Petrol,Individual,Manual,First Owner,Maruti,Zen LX - BS III,0,19.0,1,5563.1578947368425,1,0.6622516556291391,3684.2105263157896
Chevrolet Spark 1.0,2010.0,80000.0,70000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Spark 1.0,0,15.0,1,4666.666666666667,1,1.1428571428571428,5333.333333333333
Maruti Eeco 7 Seater Standard BSIV,2017.0,350000.0,51000.0,Petrol,Dealer,Manual,First Owner,Maruti,Eeco 7 Seater Standard BSIV,0,8.0,0,6375.0,0,6.862745098039215,43750.0
Maruti Alto 800 LXI Opt BSIV,2018.0,315000.0,56000.0,Petrol,Dealer,Manual,First Owner,Maruti,Alto 800 LXI Opt BSIV,0,7.0,0,8000.0,0,5.625,45000.0
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019.0,1100000.0,35000.0,Diesel,Individual,Automatic,First Owner,Volkswagen,Vento 1.5 TDI Highline Plus AT BSIV,0,6.0,0,5833.333333333333,0,31.428571428571427,183333.33333333334
Maruti Esteem Lxi - BSIII,2005.0,80000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,Esteem Lxi - BSIII,0,20.0,1,3000.0,0,1.3333333333333333,4000.0
Maruti Alto K10 VXI Optional,2014.0,285000.0,64000.0,Petrol,Dealer,Manual,Second Owner,Maruti,Alto K10 VXI Optional,0,11.0,1,5818.181818181818,1,4.453125,25909.090909090908
Tata Indigo TDI,2009.0,100000.0,120000.0,Diesel,Individual,Manual,Third Owner,Tata,Indigo TDI,0,16.0,1,7500.0,1,0.8333333333333334,6250.0
Maruti Alto LXi,2011.0,225000.0,37091.0,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi,0,14.0,1,2649.3571428571427,0,6.066161602545092,16071.42857142857
Volvo XC 90 D5 Inscription BSIV,2017.0,4500000.0,80000.0,Diesel,Individual,Automatic,First Owner,Volvo,XC 90 D5 Inscription BSIV,1,8.0,0,10000.0,1,56.25,562500.0
Maruti Alto K10 VXI,2018.0,320000.0,38900.0,Petrol,Individual,Manual,Third Owner,Maruti,Alto K10 VXI,0,7.0,0,5557.142857142857,0,8.226221079691516,45714.28571428572
Hyundai Creta 1.6 CRDi SX Plus,2016.0,1249000.0,60000.0,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX Plus,0,9.0,0,6666.666666666667,0,20.816666666666666,138777.77777777778
Maruti Wagon R LXI Minor,2008.0,120000.0,110000.0,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI Minor,0,17.0,1,6470.588235294118,1,1.0909090909090908,7058.823529411765
Volkswagen Vento Diesel Trendline,2011.0,200000.0,100000.0,Diesel,Individual,Manual,Second Owner,Volkswagen,Vento Diesel Trendline,0,14.0,1,7142.857142857143,1,2.0,14285.714285714286
Hyundai Creta 1.6 CRDi SX,2016.0,1151000.0,85000.0,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX,0,9.0,0,9444.444444444445,1,13.541176470588235,127888.88888888889
Tata Indica Vista Quadrajet LS,2012.0,120000.0,140000.0,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Quadrajet LS,0,13.0,1,10769.23076923077,1,0.8571428571428571,9230.76923076923
Renault KWID RXT,2017.0,220000.0,20000.0,Diesel,Individual,Manual,First Owner,Renault,KWID RXT,0,8.0,0,2500.0,0,11.0,27500.0
Maruti Swift Dzire VDI,2017.0,750000.0,15000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,8.0,0,1875.0,0,50.0,93750.0
Mahindra TUV 300 T10 Dual Tone,2018.0,784000.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T10 Dual Tone,0,7.0,0,5714.285714285715,0,19.6,112000.0
